Year,Zip_Code,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V,Age_Group,county
2013,93204,24,25.5,18+,Kings
2013,93210,37,24.3,18+,Fresno
2013,93212,85,47.7,18+,Kings
2013,93215,113,31.8,18+,Kern
2013,93219,29,46.9,18+,Tulare
2013,93221,19,19,18+,Tulare
2013,93223,40,55.9,18+,Tulare
2013,93230,523,108.6,18+,Kings
2013,93234,12,35.8,18+,Fresno
2013,93235,26,82.7,18+,Tulare
2013,93240,21,60.5,18+,Kern
2013,93241,25,23.6,18+,Kern
2013,93242,12,60.3,18+,Fresno
2013,93245,147,61.4,18+,Kings
2013,93247,45,39.2,18+,Tulare
2013,93250,30,36.3,18+,Kern
2013,93256,15,39,18+,Tulare
2013,93257,214,40.1,18+,Tulare
2013,93263,48,36.4,18+,Kern
2013,93267,15,40.6,18+,Tulare
2013,93268,31,22.6,18+,Kern
2013,93270,18,40.9,18+,Tulare
2013,93274,257,52.3,18+,Tulare
2013,93277,144,39.7,18+,Tulare
2013,93280,49,23.3,18+,Kern
2013,93286,25,40.9,18+,Tulare
2013,93291,187,49.5,18+,Tulare
2013,93292,92,30.1,18+,Tulare
2013,93301,125,151.8,18+,Kern
2013,93304,312,86.7,18+,Kern
2013,93305,257,97.9,18+,Kern
2013,93306,216,47.4,18+,Kern
2013,93307,387,69.5,18+,Kern
2013,93308,249,62.8,18+,Kern
2013,93309,221,48.1,18+,Kern
2013,93311,70,22.9,18+,Kern
2013,93312,68,17.4,18+,Kern
2013,93313,103,34.2,18+,Kern
2013,93314,21,13.8,18+,Kern
2013,93401,46,24.1,18+,San Luis Obispo
2013,93402,30,28.1,18+,San Luis Obispo
2013,93405,36,16.5,18+,San Luis Obispo
2013,93420,46,29.5,18+,San Luis Obispo
2013,93422,57,25.6,18+,San Luis Obispo
2013,93433,33,35.9,18+,San Luis Obispo
2013,93436,197,47.7,18+,Santa Barbara
2013,93442,20,21.6,18+,San Luis Obispo
2013,93444,38,32.9,18+,San Luis Obispo
2013,93445,17,31,18+,San Luis Obispo
2013,93446,102,31,18+,San Luis Obispo
2013,93454,110,39.9,18+,Santa Barbara
2013,93455,85,29.5,18+,Santa Barbara
2013,93458,107,28.3,18+,Santa Barbara
2013,93463,15,24.7,18+,Santa Barbara
2013,93465,25,48.1,18+,San Luis Obispo
2013,93501,33,78.9,18+,Kern
2013,93505,51,45.9,18+,Kern
2013,93510,19,32.6,18+,Los Angeles
2013,93514,33,34.3,18+,Inyo
2013,93534,340,118.4,18+,Los Angeles
2013,93535,492,97.3,18+,Los Angeles
2013,93536,192,35.2,18+,Los Angeles
2013,93543,39,41.3,18+,Los Angeles
2013,93546,28,36.4,18+,Mono
2013,93550,404,79.4,18+,Los Angeles
2013,93551,112,30.2,18+,Los Angeles
2013,93552,123,46.4,18+,Los Angeles
2013,93555,118,53,18+,Kern
2013,93560,48,34,18+,Kern
2013,93561,76,26.7,18+,Kern
2013,93591,37,75.6,18+,Los Angeles
2013,93602,12,36.5,18+,Fresno
2013,93610,46,25.7,18+,Madera
2013,93611,106,34,18+,Fresno
2013,93612,159,65.8,18+,Fresno
2013,93618,35,18.4,18+,Tulare
2013,93619,30,13.5,18+,Fresno
2013,93620,79,115.9,18+,Merced
2013,93622,20,28.2,18+,Fresno
2013,93625,24,45.4,18+,Fresno
2013,93630,35,29.3,18+,Fresno
2013,93631,46,36.8,18+,Fresno
2013,93635,272,101.5,18+,Merced
2013,93636,17,17.9,18+,Madera
2013,93637,87,33.8,18+,Madera
2013,93638,157,47.2,18+,Madera
2013,93640,18,29.9,18+,Fresno
2013,93646,32,56.8,18+,Fresno
2013,93647,21,29.7,18+,Tulare
2013,93648,51,53.3,18+,Fresno
2013,93650,39,164.7,18+,Fresno
2013,93654,84,41.7,18+,Fresno
2013,93656,14,32.7,18+,Fresno
2013,93657,80,31.8,18+,Fresno
2013,93662,120,57.9,18+,Fresno
2013,93667,14,69.3,18+,Fresno
2013,93701,96,129.5,18+,Fresno
2013,93702,263,89.5,18+,Fresno
2013,93703,224,108.7,18+,Fresno
2013,93704,128,64.4,18+,Fresno
2013,93705,197,75.9,18+,Fresno
2013,93706,231,86.3,18+,Fresno
2013,93710,123,52.7,18+,Fresno
2013,93711,70,25.3,18+,Fresno
2013,93720,77,22,18+,Fresno
2013,93721,32,61.6,18+,Fresno
2013,93722,282,53.4,18+,Fresno
2013,93723,20,28.4,18+,Fresno
2013,93725,93,53.4,18+,Fresno
2013,93726,226,82.2,18+,Fresno
2013,93727,206,40.5,18+,Fresno
2013,93728,99,79.9,18+,Fresno
2013,93901,190,94,18+,Monterey
2013,93905,186,49.6,18+,Monterey
2013,93906,207,51.7,18+,Monterey
2013,93907,54,32.1,18+,Monterey
2013,93908,15,13.3,18+,Monterey
2013,93926,23,39.9,18+,Monterey
2013,93927,27,25.2,18+,Monterey
2013,93930,19,15.8,18+,Monterey
2013,93933,55,30.7,18+,Monterey
2013,93940,50,19,18+,Monterey
2013,93950,29,24.7,18+,Monterey
2013,93955,96,38.7,18+,Monterey
2013,93960,29,14.4,18+,Monterey
2013,94002,56,26.1,18+,San Mateo
2013,94005,16,49.4,18+,San Mateo
2013,94010,60,18.6,18+,San Mateo
2013,94014,159,40.5,18+,San Mateo
2013,94015,197,37.4,18+,San Mateo
2013,94019,38,20.7,18+,San Mateo
2013,94025,47,15.3,18+,San Mateo
2013,94030,61,31.3,18+,San Mateo
2013,94040,37,14.2,18+,Santa Clara
2013,94043,30,13.6,18+,Santa Clara
2013,94044,82,26.8,18+,San Mateo
2013,94061,102,35.3,18+,San Mateo
2013,94062,50,26.1,18+,San Mateo
2013,94063,118,52.7,18+,San Mateo
2013,94065,13,14.4,18+,San Mateo
2013,94066,171,48.9,18+,San Mateo
2013,94070,51,24.5,18+,San Mateo
2013,94080,210,40.7,18+,San Mateo
2013,94085,53,36.9,18+,Santa Clara
2013,94086,36,9.6,18+,Santa Clara
2013,94087,41,10.4,18+,Santa Clara
2013,94089,55,34,18+,Santa Clara
2013,94102,275,104.1,18+,San Francisco
2013,94103,192,77.6,18+,San Francisco
2013,94107,62,28.8,18+,San Francisco
2013,94108,21,14.4,18+,San Francisco
2013,94109,134,25.9,18+,San Francisco
2013,94110,217,37,18+,San Francisco
2013,94112,180,27,18+,San Francisco
2013,94114,52,20.4,18+,San Francisco
2013,94115,123,47.4,18+,San Francisco
2013,94116,63,16.3,18+,San Francisco
2013,94117,61,18.7,18+,San Francisco
2013,94118,47,14.6,18+,San Francisco
2013,94121,58,17.1,18+,San Francisco
2013,94122,64,13.6,18+,San Francisco
2013,94123,26,21.4,18+,San Francisco
2013,94124,278,108,18+,San Francisco
2013,94127,25,18.6,18+,San Francisco
2013,94130,24,107.6,18+,San Francisco
2013,94131,54,24.1,18+,San Francisco
2013,94132,60,24.1,18+,San Francisco
2013,94133,63,22.7,18+,San Francisco
2013,94134,125,35.1,18+,San Francisco
2013,94301,13,8.3,18+,Santa Clara
2013,94303,141,41.6,18+,Santa Clara
2013,94306,18,8.2,18+,Santa Clara
2013,94401,135,48.7,18+,San Mateo
2013,94402,60,31.7,18+,San Mateo
2013,94403,97,30.7,18+,San Mateo
2013,94404,45,17.2,18+,San Mateo
2013,94501,204,42.7,18+,Alameda
2013,94502,12,13.8,18+,Alameda
2013,94503,67,46.2,18+,Napa
2013,94505,28,31.9,18+,Contra Costa
2013,94506,18,10.3,18+,Contra Costa
2013,94507,14,9,18+,Contra Costa
2013,94509,639,137,18+,Contra Costa
2013,94510,80,39.8,18+,Solano
2013,94511,16,82.2,18+,Contra Costa
2013,94513,130,32.1,18+,Contra Costa
2013,94517,19,22.1,18+,Contra Costa
2013,94518,73,33.9,18+,Contra Costa
2013,94519,69,45.2,18+,Contra Costa
2013,94520,277,98.9,18+,Contra Costa
2013,94521,142,43.6,18+,Contra Costa
2013,94523,96,35,18+,Contra Costa
2013,94525,12,41,18+,Contra Costa
2013,94526,45,19.6,18+,Contra Costa
2013,94530,68,34,18+,Contra Costa
2013,94531,222,78,18+,Contra Costa
2013,94533,456,86.1,18+,Solano
2013,94534,89,31.6,18+,Solano
2013,94536,196,36.5,18+,Alameda
2013,94538,179,40.1,18+,Alameda
2013,94539,33,9.7,18+,Alameda
2013,94541,414,88.7,18+,Alameda
2013,94542,30,26.4,18+,Alameda
2013,94544,407,77.2,18+,Alameda
2013,94545,209,87.5,18+,Alameda
2013,94546,176,55.9,18+,Alameda
2013,94547,88,49.4,18+,Contra Costa
2013,94549,34,18.1,18+,Contra Costa
2013,94550,80,22.7,18+,Alameda
2013,94551,78,33.2,18+,Alameda
2013,94552,22,22.6,18+,Alameda
2013,94553,210,61.8,18+,Contra Costa
2013,94555,64,26.9,18+,Alameda
2013,94556,14,11,18+,Contra Costa
2013,94558,190,35.1,18+,Napa
2013,94559,90,43.4,18+,Napa
2013,94560,145,45.4,18+,Alameda
2013,94561,164,60.2,18+,Contra Costa
2013,94563,23,17,18+,Contra Costa
2013,94564,58,37.9,18+,Contra Costa
2013,94565,708,110.8,18+,Contra Costa
2013,94566,59,20.1,18+,Alameda
2013,94568,76,21.7,18+,Alameda
2013,94571,31,56.5,18+,Solano
2013,94572,61,86.8,18+,Contra Costa
2013,94574,18,22.1,18+,Napa
2013,94577,209,57.3,18+,Alameda
2013,94578,237,78,18+,Alameda
2013,94579,70,42.7,18+,Alameda
2013,94580,120,52.3,18+,Alameda
2013,94582,44,16.4,18+,Contra Costa
2013,94583,76,30.2,18+,Contra Costa
2013,94585,153,77.7,18+,Solano
2013,94587,273,50.4,18+,Alameda
2013,94588,38,17.9,18+,Alameda
2013,94589,250,114.2,18+,Solano
2013,94590,408,150.7,18+,Solano
2013,94591,273,64.7,18+,Solano
2013,94595,38,18.7,18+,Contra Costa
2013,94596,47,25.7,18+,Contra Costa
2013,94597,41,21,18+,Contra Costa
2013,94598,36,16.2,18+,Contra Costa
2013,94601,359,91.2,18+,Alameda
2013,94602,153,66.7,18+,Alameda
2013,94603,369,168.2,18+,Alameda
2013,94605,420,143.6,18+,Alameda
2013,94606,221,77.3,18+,Alameda
2013,94607,290,137,18+,Alameda
2013,94608,239,100.2,18+,Alameda
2013,94609,146,82.2,18+,Alameda
2013,94610,76,29.8,18+,Alameda
2013,94611,66,23.1,18+,Alameda
2013,94612,138,100.7,18+,Alameda
2013,94618,17,12.2,18+,Alameda
2013,94619,119,69.1,18+,Alameda
2013,94621,331,160.2,18+,Alameda
2013,94702,82,59.4,18+,Alameda
2013,94703,122,70.8,18+,Alameda
2013,94704,36,33.9,18+,Alameda
2013,94705,27,28,18+,Alameda
2013,94706,29,19.3,18+,Alameda
2013,94707,20,19.7,18+,Alameda
2013,94708,12,10.2,18+,Alameda
2013,94709,12,18.5,18+,Alameda
2013,94710,38,62.3,18+,Alameda
2013,94801,305,138,18+,Contra Costa
2013,94803,83,42.5,18+,Contra Costa
2013,94804,340,116.7,18+,Contra Costa
2013,94805,49,40.8,18+,Contra Costa
2013,94806,357,80,18+,Contra Costa
2013,94901,93,27.7,18+,Marin
2013,94903,65,25.9,18+,Marin
2013,94904,20,18.5,18+,Marin
2013,94925,12,25.8,18+,Marin
2013,94928,125,37.4,18+,Sonoma
2013,94930,19,25.5,18+,Marin
2013,94931,23,33.2,18+,Sonoma
2013,94941,44,16.9,18+,Marin
2013,94945,50,35.4,18+,Marin
2013,94947,57,30.5,18+,Marin
2013,94949,52,38,18+,Marin
2013,94952,67,26.8,18+,Sonoma
2013,94954,99,35.3,18+,Sonoma
2013,94960,14,12.3,18+,Marin
2013,94965,21,24.3,18+,Marin
2013,95003,30,18.5,18+,Santa Cruz
2013,95006,13,17.4,18+,Santa Cruz
2013,95008,84,22,18+,Santa Clara
2013,95010,33,45.9,18+,Santa Cruz
2013,95012,37,59.7,18+,Monterey
2013,95014,41,8.4,18+,Santa Clara
2013,95019,17,48.4,18+,Santa Cruz
2013,95020,194,45.3,18+,Santa Clara
2013,95023,163,46.8,18+,San Benito
2013,95030,13,11.8,18+,Santa Clara
2013,95032,36,17.9,18+,Santa Clara
2013,95033,16,17.8,18+,Santa Cruz
2013,95035,94,18,18+,Santa Clara
2013,95037,84,25.1,18+,Santa Clara
2013,95046,18,44.6,18+,Santa Clara
2013,95050,64,21.1,18+,Santa Clara
2013,95051,66,14.9,18+,Santa Clara
2013,95054,32,19.2,18+,Santa Clara
2013,95060,99,30.8,18+,Santa Cruz
2013,95062,72,25.4,18+,Santa Cruz
2013,95065,21,30.8,18+,Santa Cruz
2013,95066,25,23.7,18+,Santa Cruz
2013,95070,24,10.3,18+,Santa Clara
2013,95073,26,30.8,18+,Santa Cruz
2013,95076,230,39.2,18+,Santa Cruz
2013,95110,38,24.8,18+,Santa Clara
2013,95111,183,43.8,18+,Santa Clara
2013,95112,232,54,18+,Santa Clara
2013,95116,208,55.2,18+,Santa Clara
2013,95117,66,29.8,18+,Santa Clara
2013,95118,81,34.2,18+,Santa Clara
2013,95119,25,31.5,18+,Santa Clara
2013,95120,33,16.9,18+,Santa Clara
2013,95121,91,32,18+,Santa Clara
2013,95122,198,49.5,18+,Santa Clara
2013,95123,200,41.5,18+,Santa Clara
2013,95124,74,20.4,18+,Santa Clara
2013,95125,135,32.7,18+,Santa Clara
2013,95126,101,39.7,18+,Santa Clara
2013,95127,182,41.4,18+,Santa Clara
2013,95128,117,46,18+,Santa Clara
2013,95129,43,15.1,18+,Santa Clara
2013,95130,29,26.3,18+,Santa Clara
2013,95131,62,27,18+,Santa Clara
2013,95132,61,19.9,18+,Santa Clara
2013,95133,53,26,18+,Santa Clara
2013,95134,22,16.5,18+,Santa Clara
2013,95135,21,15.8,18+,Santa Clara
2013,95136,85,26,18+,Santa Clara
2013,95138,26,17.7,18+,Santa Clara
2013,95139,16,35.9,18+,Santa Clara
2013,95148,97,31,18+,Santa Clara
2013,95202,110,248,18+,San Joaquin
2013,95203,123,99.7,18+,San Joaquin
2013,95204,137,62.1,18+,San Joaquin
2013,95205,227,90.7,18+,San Joaquin
2013,95206,306,68.7,18+,San Joaquin
2013,95207,249,70.7,18+,San Joaquin
2013,95209,142,48.9,18+,San Joaquin
2013,95210,210,80.8,18+,San Joaquin
2013,95212,59,30.6,18+,San Joaquin
2013,95215,79,50.3,18+,San Joaquin
2013,95219,68,33,18+,San Joaquin
2013,95231,18,62.2,18+,San Joaquin
2013,95240,121,35.5,18+,San Joaquin
2013,95242,34,18.8,18+,San Joaquin
2013,95249,35,134.3,18+,Calaveras
2013,95252,55,44.2,18+,Calaveras
2013,95258,13,43.8,18+,San Joaquin
2013,95301,123,47,18+,Merced
2013,95304,54,43.1,18+,San Joaquin
2013,95307,99,34.8,18+,Stanislaus
2013,95315,25,28.3,18+,Merced
2013,95316,17,38.2,18+,Stanislaus
2013,95320,26,28.5,18+,San Joaquin
2013,95322,29,42.6,18+,Merced
2013,95326,21,29.7,18+,Stanislaus
2013,95327,36,38.2,18+,Tuolumne
2013,95328,12,40.9,18+,Stanislaus
2013,95330,82,65.9,18+,San Joaquin
2013,95334,33,30,18+,Merced
2013,95336,279,85.9,18+,San Joaquin
2013,95337,123,52.5,18+,San Joaquin
2013,95338,38,55.4,18+,Mariposa
2013,95340,297,120.4,18+,Merced
2013,95341,138,68.9,18+,Merced
2013,95348,137,64.8,18+,Merced
2013,95350,290,77,18+,Stanislaus
2013,95351,270,84.1,18+,Stanislaus
2013,95354,141,72.6,18+,Stanislaus
2013,95355,238,55.2,18+,Stanislaus
2013,95356,101,39.6,18+,Stanislaus
2013,95357,38,39.4,18+,Stanislaus
2013,95358,122,55.8,18+,Stanislaus
2013,95360,17,23,18+,Stanislaus
2013,95361,107,47.1,18+,Stanislaus
2013,95363,43,24.2,18+,Stanislaus
2013,95365,17,100.1,18+,Merced
2013,95366,53,43.8,18+,San Joaquin
2013,95367,78,46.9,18+,Stanislaus
2013,95368,38,41.3,18+,Stanislaus
2013,95370,106,56.9,18+,Tuolumne
2013,95376,346,96,18+,San Joaquin
2013,95377,75,42.1,18+,San Joaquin
2013,95380,167,56.7,18+,Stanislaus
2013,95382,81,28.1,18+,Stanislaus
2013,95383,12,35.8,18+,Tuolumne
2013,95386,28,44.9,18+,Stanislaus
2013,95388,40,48.7,18+,Merced
2013,95391,24,37.9,18+,San Joaquin
2013,95401,150,54,18+,Sonoma
2013,95403,157,44.5,18+,Sonoma
2013,95404,157,44.6,18+,Sonoma
2013,95405,47,27.4,18+,Sonoma
2013,95407,163,58.1,18+,Sonoma
2013,95409,53,30.6,18+,Sonoma
2013,95422,138,111.3,18+,Lake
2013,95423,19,78.1,18+,Lake
2013,95425,21,19.8,18+,Sonoma
2013,95436,27,73,18+,Sonoma
2013,95437,63,62.6,18+,Mendocino
2013,95446,14,25.5,18+,Sonoma
2013,95448,41,33.5,18+,Sonoma
2013,95451,29,34.9,18+,Lake
2013,95453,42,44.4,18+,Lake
2013,95457,30,173.5,18+,Lake
2013,95458,24,100.2,18+,Lake
2013,95464,12,73.9,18+,Lake
2013,95470,19,50.4,18+,Mendocino
2013,95472,70,29,18+,Sonoma
2013,95476,44,14.4,18+,Sonoma
2013,95482,148,63.9,18+,Mendocino
2013,95490,64,67,18+,Mendocino
2013,95492,66,33.7,18+,Sonoma
2013,95501,167,87.4,18+,Humboldt
2013,95503,110,57.2,18+,Humboldt
2013,95519,88,64.4,18+,Humboldt
2013,95521,76,40.5,18+,Humboldt
2013,95531,84,43.4,18+,Del Norte
2013,95540,102,97.7,18+,Humboldt
2013,95542,14,41.6,18+,Humboldt
2013,95562,28,107.6,18+,Humboldt
2013,95570,12,68,18+,Humboldt
2013,95602,46,35.1,18+,Placer
2013,95603,73,32.7,18+,Placer
2013,95605,69,65,18+,Yolo
2013,95608,349,75.2,18+,Sacramento
2013,95610,146,42.6,18+,Sacramento
2013,95616,48,12.9,18+,Yolo
2013,95618,40,18.7,18+,Yolo
2013,95619,26,140.1,18+,El Dorado
2013,95620,46,31.6,18+,Solano
2013,95621,141,43.9,18+,Sacramento
2013,95623,12,39.1,18+,El Dorado
2013,95624,165,37.9,18+,Sacramento
2013,95626,21,46.3,18+,Sacramento
2013,95628,75,24.2,18+,Sacramento
2013,95630,86,16.5,18+,Sacramento
2013,95631,12,19.8,18+,Placer
2013,95632,62,27,18+,Sacramento
2013,95640,35,36,18+,Amador
2013,95642,73,158.6,18+,Amador
2013,95648,107,29.3,18+,Placer
2013,95650,22,20.9,18+,Placer
2013,95655,13,54.2,18+,Sacramento
2013,95658,15,30,18+,Placer
2013,95660,239,102.9,18+,Sacramento
2013,95661,110,48.4,18+,Placer
2013,95662,86,34.1,18+,Sacramento
2013,95665,21,67.3,18+,Amador
2013,95666,31,80,18+,Amador
2013,95667,123,44.9,18+,El Dorado
2013,95669,12,47.8,18+,Amador
2013,95670,179,45.2,18+,Sacramento
2013,95673,51,46.4,18+,Sacramento
2013,95677,78,42.8,18+,Placer
2013,95678,125,39.2,18+,Placer
2013,95682,50,26.1,18+,El Dorado
2013,95685,23,79.7,18+,Amador
2013,95687,244,46.9,18+,Solano
2013,95688,137,52.9,18+,Solano
2013,95691,115,44.3,18+,Yolo
2013,95693,12,24.2,18+,Sacramento
2013,95694,15,24.5,18+,Yolo
2013,95695,114,39.1,18+,Yolo
2013,95713,20,26.1,18+,Placer
2013,95726,38,56.2,18+,El Dorado
2013,95742,15,26.3,18+,Sacramento
2013,95746,22,13.4,18+,Placer
2013,95747,118,28.5,18+,Placer
2013,95757,124,45.5,18+,Sacramento
2013,95758,162,37.8,18+,Sacramento
2013,95762,35,14.9,18+,El Dorado
2013,95765,38,14.7,18+,Placer
2013,95776,66,45.5,18+,Yolo
2013,95811,47,80.3,18+,Sacramento
2013,95814,64,78.8,18+,Sacramento
2013,95815,258,139.6,18+,Sacramento
2013,95816,61,49.5,18+,Sacramento
2013,95817,95,88.3,18+,Sacramento
2013,95818,71,42.7,18+,Sacramento
2013,95819,33,26.7,18+,Sacramento
2013,95820,242,92.9,18+,Sacramento
2013,95821,252,94.2,18+,Sacramento
2013,95822,271,88,18+,Sacramento
2013,95823,598,115.6,18+,Sacramento
2013,95824,248,116.3,18+,Sacramento
2013,95825,251,107.7,18+,Sacramento
2013,95826,117,40.9,18+,Sacramento
2013,95827,84,52.9,18+,Sacramento
2013,95828,327,76.3,18+,Sacramento
2013,95829,77,46.5,18+,Sacramento
2013,95831,103,30.7,18+,Sacramento
2013,95832,94,109.1,18+,Sacramento
2013,95833,174,63.2,18+,Sacramento
2013,95834,100,56.2,18+,Sacramento
2013,95835,85,33,18+,Sacramento
2013,95838,258,100.3,18+,Sacramento
2013,95841,133,91.5,18+,Sacramento
2013,95842,222,97.9,18+,Sacramento
2013,95843,163,53.8,18+,Sacramento
2013,95864,60,35.4,18+,Sacramento
2013,95901,134,56.6,18+,Yuba
2013,95926,108,38.4,18+,Butte
2013,95928,100,32.7,18+,Butte
2013,95932,22,42.6,18+,Colusa
2013,95945,132,77.6,18+,Nevada
2013,95946,30,44.1,18+,Nevada
2013,95948,42,54.2,18+,Butte
2013,95949,41,24.2,18+,Nevada
2013,95953,23,27.9,18+,Sutter
2013,95954,60,71.5,18+,Butte
2013,95959,35,27.8,18+,Nevada
2013,95961,88,51.1,18+,Yuba
2013,95963,41,34.8,18+,Glenn
2013,95965,71,50.5,18+,Butte
2013,95966,107,50.6,18+,Butte
2013,95969,77,38.1,18+,Butte
2013,95971,21,47.3,18+,Plumas
2013,95973,83,32.8,18+,Butte
2013,95988,37,62.2,18+,Glenn
2013,95991,111,38.8,18+,Sutter
2013,95993,61,21.6,18+,Sutter
2013,96001,159,61,18+,Shasta
2013,96002,117,49,18+,Shasta
2013,96003,136,38.6,18+,Shasta
2013,96007,84,49.3,18+,Shasta
2013,96019,28,35.5,18+,Shasta
2013,96021,52,46.4,18+,Tehama
2013,96022,20,18.2,18+,Shasta
2013,96035,20,80.1,18+,Tehama
2013,96055,15,49.8,18+,Tehama
2013,96064,14,36.3,18+,Siskiyou
2013,96067,31,57.9,18+,Siskiyou
2013,96080,123,62.3,18+,Tehama
2013,96093,18,67.7,18+,Trinity
2013,96094,16,32.9,18+,Siskiyou
2013,96097,45,72.2,18+,Siskiyou
2013,96101,26,70,18+,Modoc
2013,96122,19,57.9,18+,Plumas
2013,96130,50,25.6,18+,Lassen
2013,96150,48,18.8,18+,El Dorado
2013,96161,12,6.7,18+,Nevada
2013,90001,441,85.1,All Ages,Los Angeles
2013,90002,425,79.1,All Ages,Los Angeles
2013,90003,594,88.1,All Ages,Los Angeles
2013,90004,270,49.5,All Ages,Los Angeles
2013,90005,128,34.6,All Ages,Los Angeles
2013,90006,252,43.4,All Ages,Los Angeles
2013,90007,185,65.3,All Ages,Los Angeles
2013,90008,304,96.7,All Ages,Los Angeles
2013,90011,707,69,All Ages,Los Angeles
2013,90012,69,29,All Ages,Los Angeles
2013,90013,118,118,All Ages,Los Angeles
2013,90014,79,113.3,All Ages,Los Angeles
2013,90015,129,72.2,All Ages,Los Angeles
2013,90016,377,81,All Ages,Los Angeles
2013,90017,146,63.8,All Ages,Los Angeles
2013,90018,341,67.5,All Ages,Los Angeles
2013,90019,366,59.1,All Ages,Los Angeles
2013,90020,112,32.9,All Ages,Los Angeles
2013,90021,58,174.4,All Ages,Los Angeles
2013,90022,436,65,All Ages,Los Angeles
2013,90023,303,62.3,All Ages,Los Angeles
2013,90024,56,21.6,All Ages,Los Angeles
2013,90025,58,15.9,All Ages,Los Angeles
2013,90026,261,42.1,All Ages,Los Angeles
2013,90027,170,41.7,All Ages,Los Angeles
2013,90028,190,76.4,All Ages,Los Angeles
2013,90029,214,57.9,All Ages,Los Angeles
2013,90031,148,35.8,All Ages,Los Angeles
2013,90032,244,53.9,All Ages,Los Angeles
2013,90033,445,91,All Ages,Los Angeles
2013,90034,153,30.9,All Ages,Los Angeles
2013,90035,73,24.6,All Ages,Los Angeles
2013,90036,93,29.2,All Ages,Los Angeles
2013,90037,522,83.9,All Ages,Los Angeles
2013,90038,97,40.4,All Ages,Los Angeles
2013,90039,131,50.2,All Ages,Los Angeles
2013,90040,85,86.1,All Ages,Los Angeles
2013,90041,102,36.3,All Ages,Los Angeles
2013,90042,267,44.3,All Ages,Los Angeles
2013,90043,459,105.2,All Ages,Los Angeles
2013,90044,979,103.5,All Ages,Los Angeles
2013,90045,113,33.2,All Ages,Los Angeles
2013,90046,99,24.7,All Ages,Los Angeles
2013,90047,575,120.4,All Ages,Los Angeles
2013,90048,43,21.1,All Ages,Los Angeles
2013,90049,29,8.2,All Ages,Los Angeles
2013,90056,26,35.6,All Ages,Los Angeles
2013,90057,214,50.3,All Ages,Los Angeles
2013,90058,38,117.5,All Ages,Los Angeles
2013,90059,430,94.2,All Ages,Los Angeles
2013,90061,263,93.9,All Ages,Los Angeles
2013,90062,312,97.2,All Ages,Los Angeles
2013,90063,287,49.9,All Ages,Los Angeles
2013,90064,52,20.5,All Ages,Los Angeles
2013,90065,271,60.9,All Ages,Los Angeles
2013,90066,143,28.9,All Ages,Los Angeles
2013,90068,31,12.4,All Ages,Los Angeles
2013,90069,40,17.4,All Ages,Los Angeles
2013,90201,462,43.7,All Ages,Los Angeles
2013,90210,38,17.1,All Ages,Los Angeles
2013,90211,20,28.2,All Ages,Los Angeles
2013,90212,20,16.6,All Ages,Los Angeles
2013,90220,439,85.8,All Ages,Los Angeles
2013,90221,420,77.6,All Ages,Los Angeles
2013,90222,303,90,All Ages,Los Angeles
2013,90230,72,24,All Ages,Los Angeles
2013,90232,40,26.6,All Ages,Los Angeles
2013,90240,85,35.2,All Ages,Los Angeles
2013,90241,217,50.8,All Ages,Los Angeles
2013,90242,205,47.1,All Ages,Los Angeles
2013,90245,35,25.7,All Ages,Los Angeles
2013,90247,349,74.7,All Ages,Los Angeles
2013,90248,52,53.8,All Ages,Los Angeles
2013,90249,200,77,All Ages,Los Angeles
2013,90250,660,66.9,All Ages,Los Angeles
2013,90254,25,13.8,All Ages,Los Angeles
2013,90255,421,58.9,All Ages,Los Angeles
2013,90260,198,56.4,All Ages,Los Angeles
2013,90262,374,53.9,All Ages,Los Angeles
2013,90265,16,11.3,All Ages,Los Angeles
2013,90266,44,13.2,All Ages,Los Angeles
2013,90270,116,43.4,All Ages,Los Angeles
2013,90272,39,17.8,All Ages,Los Angeles
2013,90274,29,11.9,All Ages,Los Angeles
2013,90275,55,14.4,All Ages,Los Angeles
2013,90277,74,24.2,All Ages,Los Angeles
2013,90278,119,31.5,All Ages,Los Angeles
2013,90280,374,39.2,All Ages,Los Angeles
2013,90291,60,26.6,All Ages,Los Angeles
2013,90292,47,24.8,All Ages,Los Angeles
2013,90301,300,80.8,All Ages,Los Angeles
2013,90302,251,86.7,All Ages,Los Angeles
2013,90303,230,88.7,All Ages,Los Angeles
2013,90304,157,54.9,All Ages,Los Angeles
2013,90305,126,85.1,All Ages,Los Angeles
2013,90401,36,57.1,All Ages,Los Angeles
2013,90403,50,22.5,All Ages,Los Angeles
2013,90404,102,50.8,All Ages,Los Angeles
2013,90405,70,31.1,All Ages,Los Angeles
2013,90501,239,55.9,All Ages,Los Angeles
2013,90502,61,37,All Ages,Los Angeles
2013,90503,112,26,All Ages,Los Angeles
2013,90504,116,39.1,All Ages,Los Angeles
2013,90505,86,26.5,All Ages,Los Angeles
2013,90601,162,51,All Ages,Los Angeles
2013,90602,164,67.3,All Ages,Los Angeles
2013,90603,100,52.5,All Ages,Los Angeles
2013,90604,240,59.5,All Ages,Los Angeles
2013,90605,234,58.1,All Ages,Los Angeles
2013,90606,157,49.5,All Ages,Los Angeles
2013,90620,194,43.6,All Ages,Orange
2013,90621,176,51.3,All Ages,Orange
2013,90623,41,28.3,All Ages,Orange
